AlmCve,PParte,PDescrip,PExis,PPasillo,PUbica
02,FDL979,BRAZO,1,04F,3449
02,FED-260-1673,EMPAQUE CABEZA COMPLETO 7.3L (JGO),1,05F,4248
02,FIR-9437,BOLSA AIRE,1,04B,3038
02,FIR-9617,BOLSA AIRE KW,1,04B,3038
02,FIR-9781,BOLSA AIRE,1,,
02,FIR-W02-358-7110,BOLSA AIRE CABINA T2000 1998 ADELANTE,1,04C,3117
02,FLECHA,FLECHA PILOTO,1,,
02,FP25520,PISTA BALERO,1,01A,0133
02,FP25584,PISTA BALERO,1,01A,0133
02,FP29675,BEARING,1,01A,0139
02,FP55437,BEARING,1,01A,0113
02,FP592A,PISTA,1,01A,0132
02,FP72487,PISTA,1,02B,1356
02,FPD184HD,SHOE,1,04A,2913
02,FPD-5199673,EMPAQUE CABEZA (JGO) 6V92,1,05C,3905
02,FPHM218248,USE STE-KHM218248,1,01A,0128
02,FRE-A03-25798-002,TAPON TANQUE DIESEL C/LLAVE FW,1,02F,1764
02,FTR2201R,END,1,04F,3447
02,FTR423R,TERMINAL DERECHA,1,04F,3432
02,FUL1313645,"CUP, BRG",1,05B,3826
02,FUL14361,PASADOR,1,05B,3839
02,FUL14488,ENGRANE,1,05B,3829
02,FUL15953,"GEAR,TRANS CTSHFT PTO",1,SIN L,
02,FUL18233,BOTA PALANCA CAMBIOS CHATO,1,05B,3829
02,FUL19622,GEAR,1,05B,3829
02,FUL201398,EMPAQUE TAPA PTO FS5306A,1,05B,3839
02,FUL20389,GEAR  M/S,1,05B,3829
02,FUL20390,GEAR,1,05B,3829
02,FUL21235,BARRA P/ PALANCA DE CAMBIOS,1,05B,3821
02,FUL21319,GEAR,1,05B,3832
02,FUL21322,GEAR,1,05B,3831
02,FUL21360,CLUTCH,1,05B,3839
02,FUL22940,SWITCH,1,05B,3835
02,FUL3315765,RESORTE TAPA TRANSMISION FS5306A,1,05B,3839
02,FUL4300121,RETEN  FS5306A/5106/4205/5205,1,05B,3839
02,FUL4300907,CLUTCH,1,05B,3829
02,FUL4301478,"GEAR, C/S 5TH",1,05B,3819
02,FUL4301840,CLUTCH,1,05B,3837
02,FUL4301844,SLEEVE,1,SIN L,
02,FUL4302088,GEAR,1,05B,3839
02,FUL4302246,EMPAQUE CUBIERTA,1,05B,3839
02,FUL4303297,ENGRANE DE FLECHA (AYAB),1,05B,3815
02,FUL4303299,FLECHA (AYB),1,05B,3829
02,FUL4303422,ENGRANE,1,05B,3829
02,FUL4303424,CANDADO RTLO16918B,1,05B,3839
02,FUL4303476,GEAR,1,05B,3819
02,FUL4303947,ENGRANE (AYB),1,05B,3814
02,FUL4304057,ENGRANE 3RA,1,05B,3819
02,FUL4304098,ENGRANE DE 4TA TRANSMISION (AYB),1,05B,3819
02,FUL4304319,ENGRANE,1,05B,3829
02,FUL4304548,ENGRANE,1,05B,3817
02,FUL4304550,"CLUTCH, SLG (REV)",1,05B,3823
02,FUL4305070,ENGRANE DE 5TA,1,05B,3829
02,FUL4305575,YOKE,1,05B,3839
02,FUL4305659,GEAR,1,05B,3839
02,FUL5566508BOX,BALERO,1,08E,3
02,FULA5736,SHAFT,1,05B,3819
02,FULA6136,SINCRONIZADOR,1,05B,3819
02,FULA6541,TAPA DE TRANSMICION,1,05B,3812
02,FULA6909,VALVULA SELECTORA 9 VELOCIDADES,1,05B,3829
02,FULA6932,SINCRONIZADOR,1,05B,3816
02,FULA7012,HORQUILLA,1,05B,3813
02,FULK1450,JUEGO DE LIGA CILINDRO DE RANGO,1,05B,3835
02,FULK1476,BASE PALANCA DE CAMBIOS,1,05B,3829
02,FULK2064,KIT,1,05B,3829
02,FULK2078,JUEGO DE LIGA,1,05B,3835
02,FULK2108,SMALL PARTS,1,05B,3829
02,FULK2199,EMPAQUE RTLO14713A/RTLO16713A/RTLO,1,05B,3819
02,FULK2262,RETEN CAJA AUXILIAR RTLO16918 (JGO),1,05B,3832
02,FULK2424,VALVULA AIRE A5000 (JGO),1,05B,3829
02,FULK2447,SINCRONIZADOR TRANSMICION ALTO RANGO,1,05B,3819
02,FULK2918,RETEN CAJA AUXILIAR RTLO16918 (JGO),1,05B,3831
02,FULK3122,ENGRANE P/AUXILIAR RTLO16718B,1,05B,3819
02,FULK3209,KIT,1,05B,3827
02,FULK3331,TAPA CILINDRO (JGO)RTLO16918B/16718B,1,05B,3825
02,FULK3436,XY SHFTER KIT,1,05B,3811
02,FULK3455,SENSOR VELOCIDAD FW FL70/80 4 PINS,1,05B,3836
02,FULK3484,KIT,1,05B,3834
02,FULK3492,KIT SINCRONIZADOR    (FULK2446),1,05B,3827
02,FULK3512,JUEGO REPARACION TRANSMISION FULLER,1,SIN L,
02,FULS1607,ANTIVIBRANTE PALANCA CAMBIOS,1,05B,3822
02,FULS1659,FLECHA DE PILOTO,1,05B,3829
02,FULS2562,FLECHA TREN PRINCIPAL RTLO16918,1,05B,3839
02,FULTAC1705,TRANSMISION FSB5406B AYB,1,06D,4852
02,FUS-ATC7.5,FUSIBLE 7.5 AMP CLAVIJA (20465),1,,
02,GAF-12304,SOPORTE VOLVO,1,,
02,GAT-10LOC,MANGUERA LOC 5/8,1,,
02,GAT-1295,MANGUERA ALTA PRECION,1,02A,1257
02,GAT-17435,BANDA AUTOMOTRIZ,1,BANDA,D26
02,GAT-24HW-1,MANGUERA P/SUCCION DE DESCARGA,1,,
02,GAT-401-10S,"CONEXION #10 HEMBRA 5/8"" 10C5-10RF-JSX",1,05C,
02,GAT-4468F86,CONECTOR,1,,
02,GAT-46F86,CONECTOR MACHO A HEMBRA 1/2 A 3/8,1,05A,3714
02,GAT-7345,BANDA 25/64X35-1/8,1,BANDA,B07
02,GAT-7575,BANDA 25/64X58-1/8 IHC S1700,1,BANDA,B08
02,GAT-9335,BANDA 31/64X33-7/8,1,BANDA,B10
02,GAT-9476,BANDA 31/64X47-7/8,1,BANDA,B20
02,GAT-9480,BANDA 31/64X48-3/8,1,BANDA,B21
02,GAT-9530,BANDA 31/64X53-3/8,1,BANDA,B23
02,GAT-9550,BANDA 31/64X55-3/8,1,BANDA,B24
02,GAT-9555,BANDA 31/64X55-7/8,1,BANDA,B25
02,GAT-9610,BANDA 31/64X61-3/8,1,BANDA,B28
02,GAT-AX40,BANDA,1,BANDA,C01
02,GAT-K050336,BANDA SERPENTINA,1,BANDA,C23
02,GAT-K050350,BANDA MICRO V,1,BANDA,C24
02,GAT-K060408,BANDA GATES,1,BANDA,C27
02,GAT-K060525,BANDA SERPENTINA,1,BANDA,D03
02,GAT-K060539,BANDA MICRO V,1,BANDA,D04
02,GAT-K060710,BANDA DE HULE,1,BANDA,D10
02,GAT-K061000,BANDA 6 HILOS,1,BANDA,D11
02,GAT-K070735,BANDA RANURADA,1,BANDA,D12
02,GAT-K080510,BANDA SERPENTINA,1,BANDA,D14
02,GAT-K080525,BANDA SERPENTINA,1,BANDA,D15
02,GAT-K080560,BANDA SERPENTINA T300 ISB,1,BANDA,D16
02,GAT-K080810,BANDA SERPENTINA,1,BANDA,D26
02,GAT-K081000,BANDA MICRO V,1,BANDA,D21
02,GAT-K100607,BANDA SERPENTINA IHC DETROIT,1,BANDA,E04
02,GAT-TR22553,BANDA 11/16X55-7/8 (536),1,BANDA,C05
02,GAT-TR28333,BANDA 7/8X33-7/8 (543),1,BANDA,C10
02,GAT-TR28480,BANDA 7/8X48-5/8 (360),1,BANDA,C14
02,GAT-TR28557,BANDA 7/8X56-1/4 (458),1,BANDA,C18
02,GAT-TR28583,BANDA 7/8X58-7/8 (192),1,BANDA,C19
02,GGA-30530,LODERA CROMADA 24X29 (JGO),1,,
02,GRS-1966,ASBESTO ROLLO  1/64,1,,
02,GY17470,BANDA 31/64X47-3/8 ALTERNADOR N14,1,BANDA,E05
02,GY1R12356,BOLSA DE AIRE,1,04B,3028
02,GY1R12403,BOLSA AIRE HENDRICKSON (9373),1,04B,3031
02,GY1R13039,SPRING,1,04B,3039
02,GY1R13118,BOLSA DE AIRE,1,04B,3035
02,GY1R14039,BOLSA AIRE HENDRICKSON,1,04B,3036
02,GY1R14106,BOLSA DE AIRE,1,04B,3037
02,H56946000,MUELLE Z,1,07C,5649
02,H57322004,BRACKET,1,02D,1554
02,H57977000,VALVULA,1,02L,2349
02,HER-3150988,DIAGRAMA DE CABLEADO ISM,1,,
02,HER-3162813,HERRAMIENTA,1,,
02,HER-3162898,CABLE ELECTRICO,1,,
02,HER-3162899,KIT DE REPARACION DE CABLEADO,1,,
02,HER-3162992,INSTALADOR DE RETEN,1,,
02,HER-3163337,LAMPARA,1,,
02,HER-3164780,HTA. P/REGULARIZAR RETEN CIG.,1,,
02,HER-3822566,HTA. P/MEDIR BLOW-BY,1,,
02,HER-3823228,LLAVE,1,,
02,HER-3824556,PROBADOR SISTEMA DE AIRE,1,,
02,HER-3824653,INSTALADOR EXTRACTOR,1,,
02,HER-3824773,KIT PRUEBA SENSOR DE PRESION,1,,
02,HER-3824904,KIT REPARACION,1,,
02,HER-4017782,DIAGRAMA DE CABLEADO SIGNA,1,,
02,HER-4017787,COLEGIO VIRTUAL ISM,1,,
02,HER-4017795,LITERATURA,1,,
02,HER-4017796,MANUAL COLEGIO VIRTUAL,1,,
02,HER-4918416,KIT ADAPTADOR,1,,
02,HER-C3376592,TORQUE P / INYECTOR,1,01I,0927
02,HER-C3823579,CUNDUCTOR DE INYECCION,1,,
02,HER-CST1111,HERRAMIENTA P/MEDIR BLOW-BY,1,,
02,HER-MWM-101681,HERRAMIENTA ESPECIALIZADA MWM,1,HE06,
02,HOR311972,VENTILADOR,1,04A,2953
02,HOR993272,VALVULA,1,04A,2944
02,HOR993607,SWITCH,1,04A,2954
02,HOR994155,"ABANICO 28"" 8 ASPAS",1,04A,2943
02,HOR994305,KIT MAYOR REPARACION DE 9 PULGADAS,1,04A,2939
02,HOR994315,"JUEGO DE REPARACION MENOR ""S""",1,04A,2939
02,HOR994353,KIT,1,04A,2939
02,HOR996121,VALVE,1,04A,2955
02,HOR999515,FAN CLUTCH,1,04A,2964
02,INYECTOR,INYECTOR RECONSTRUIDO,1,02C,1437
02,JAC-2970,INTERRUPTOR,1,05A,3714
02,KEN-K152-79,TACOMETRO FISICO KW W900 (551BT),1,01F,0672
02,KIT4423,KIT DE BALERO RT46160P,1,04C,3125
02,KITRPR6000L,KIT REP. 5TA FONTAINE IZQ,1,04E,3326
02,KN10062,TENSOR,1,,
02,L14476,FILTRO ACEITE,1,03E,2858
02,L4060427,BANDA MOTOR,1,BANDA,A24
02,L4DL8D,CORE DE BATERIA 4 Y 8 D,1,CORE,
02,LAF8388,FILTRO AIRE,1,03E,2861
02,LAM-A18-01-0782,REJILLA DE PUERTA DE BATERIAS,1,06E,4951
02,LFP1652,FILTRO ACEITE,1,,
02,LIN-40-214836,AFTERCOOLER DE OREJAS,1,06F,5035
02,LL1AE920777011,FARO DELANTERO HELLA,1,01G,0754
02,LL9AB222714011,BISEL IZQUIERDO HELLA P/FARO PRINCIPAL,1,01G,0762
02,LM6852501203,DISCO EMBRAGUE,1,02D,1555
02,LOD-2424BP,LODERA 24X24,1,,
02,LTH-ZLT31T950HD,ACUMULADOR 750 AMP,1,06F,MST
02,LTH-ZLT8D1400BT,ACUMULADOR 8D AUTOBUS,1,06F,5064
02,MCN-127002,BOMBA LH METRO P350,1,05E,4112
02,MCN-614122,SENSOR DE PROXIMIDAD MCNEILUS,1,05E,4114
02,MID-DQ6011,REPUESTO FILTRO SECADOR 12V,1,02L,2343
02,MOE-44402-10,"TAPON EXPANSION ACEITE 2-1/4"" CUMMINS",1,02F,1765
02,MS-4767,ABRAZADERA 7/8 MUELLE,1,,
02,MSC-2764,SOPORTE MOTOR,1,04A,2939
02,MSC-2765,SOPORTE MOTOR,1,04A,2939
02,MSC-5459,DISCOS Y TAMBORES,1,05G,4338
02,MSC-64085,REPUESTO DUAL AIRE,1,02L,2351
02,MSC-BAR-DR79B,TAPA DISTRIBUIDOR,1,05E,4119
02,MSC-BAR-FF79,TAPA DISTRIBUIDOR,1,05E,4118
02,MSC-CABEZAL,CABEZAL,1,02E,1659
02,MSC-CHAPA,CHAPA PARA CAMION REPARTIDOR,1,01H,0864
02,MSC-CONECTOR,CONECTORES,1,,
02,MSC-LFH3653-25,FILTRO,1,,
02,MSC-LLANTA,LLANTA 11R24.5,1,STOCK,SERV
02,MSC-PRO-13-2910,CABLES PARA BUJIAS,1,05E,4116
02,MSC-PRO-13-2977,CABLES P/BUJIAS,1,05E,4115
02,MSC-PUR-L30001,FILTRO ACEITE,1,03E,2865
02,MSC-PUR-L34631,FILTRO PARA ACEITE,1,03E,2865
02,NAT-2291,RETEN CIGUEÑAL DELANTERO SC CUM-208069,1,01C,0322
02,NAT-25X37X7,RETEN,1,01C,0351
02,NAT-370022A,RETEN ACEITE,1,01C,0323
02,NAT-370030A,RETEN ACEITE,1,01C,0326
02,NAT-410316,RETEN,1,01C,0336
02,NAT-416024,RETEN,1,01C,0338
02,NAT-416654,RETEN,1,01C,0335
02,NAT-417343,RETEN,1,01C,0336
02,NAT-455006,RETEN,1,01C,0336
02,NAT-475095N,RETEN,1,01C,0336
02,NAT-482163N,RETEN,1,01C,0343
02,NAT-4876N,RETEN DIFERENCIAL,1,01C,0348
02,NAT-712625,RETEN,1,01C,0335
02,NAT-99237,PISTA BALERO,1,01C,0346
02,NAT-99325,PISTA BALERO,1,01C,0347
02,NTN-29630,PISTA BALERO,1,01A,0141
02,NTN-39520,PISTA FORD INTERIOR,1,01A,0143
02,NTN-493,PISTA BALERO,1,01A,0144
02,NTN-78215-C,BALERO CONICO,1,01A,0144
02,NTN-JLM714110,PISTA BALERO CONICO,1,01A,0141
02,OA-MILH727,NIPLE P/COPLE RAPIDO,1,,
02,OA-MILS698,PUNTA DE SEGURIDAD P/INFLAR,1,MSC,P4
02,OA-MILS716,"COPLE RAPIDO MACHO ""M""",1,,
02,OA-MILS727,"CONECTOR RAPIDO MACHO ""M""",1,04H,3639
02,OA-WL/W4000DB,TECLE DE CABLE 2 TON,1,06C,4739
02,OR-8340,COMPRESOR DE AIRE,1,01K,1161
02,OR-8340CR,CORE COMPRESOR AIRE,1,CORE,
02,PAI-BCY6791,YUGO ABIERTO,1,05G,4337
02,PAI-EM40680,VALVULA CHECK SC-1 3/4=KN23040,1,02L,2339
02,PAI-EM44940,"CORNETA CROMADA 24"" RECTANGULAR",1,05F,4247
02,PAI-FCC2681-092,CABLE P.T.O,1,CBL,P1
02,PAI-HSA5036,"MATRACA AUTOAJUSTABLE 1-1/4-10 5-1/2""-",1,02J,2151
02,PAI-LCV3708,VALVULA BOLSAS AIRE SUSPENCION,1,02L,2358
02,PAI-LCV3709,VALVULA LIBRICADORA BOLSAS AIRE,1,02L,2357
02,PAI-LST3633,BULBO BAJA PRESION LP (275083) 2 PATAS,1,02L,2354
02,PDC-031-00899,BASE SOPORTE LODERA,1,06C,4747
02,PDC-10590-10,CODO 90 (11-500),1,04A,2929
02,PDC-34-350,INTERRUPTOR,1,01F,0672
02,PDC-6-4-5071X,YUGO 16T 5280X 2.350/3.312,1,05G,4338
02,PDC-6-4-6001X,YUGO EATON 39T 5280X 2.024/,1,05H,4422
02,PDC-EL34211,BASE O SOPORTE DE PLASTICO PARA LAS,1,04E,3327
02,PDC-P5153X,CRUCETA,1,05H,4425
02,PDC-PP1194,BOMBA AGUA CAT 3406/3406B,1,05C,3901
02,PFV-F01-03-00714,PUERTA FRONTAL C/REFUERZO,1,05F,4231
02,PH400,HOOK,1,04C,3134
02,PS'25406,CODO 45,1,,
02,QA06-51041-000,FARO IZQ.,1,06F,MST
02,QA06-51041-001,FARO DER.,1,06F,5065
02,QFUL 4303476,ENGRANE DE 3A.,1,,
02,QVML-1802,VARILLA DE TANQUE,1,SIN L,
02,QZFA-7688,BOMBA DE DIRECCION,1,SIN L,
02,R200156,JUEGO DE PERNOS,1,05B,3853
02,R201300,JUEGO DE PERNOS (SPI-530-1159),1,05B,3855
02,R230068,TERMINAL IZQUIERDA,1,04F,3439
02,R230069,TERMINAL DERECHA,1,04F,3439
02,R230074,END,1,04F,3448
02,R-61600,ASSEMBLY LUBE,1,,
02,R802487,MATRACA AUTOAJUSTABLE  1.50 28DIENTES,1,02I,2047
02,RK17076,"JALON MUELA ""R""",1,04B,3059
02,RK35107296,JUEGO MUELAS C/PERNOS T.NUEVO,1,04E,3328
02,S&S-S2659,YUGO,1,05H,4419
02,S&S-S4627,SINCRONIZADOR 2DA/3RA PARA ES-55-5D,1,05B,3859
02,S&S-S5817,ENGRANE 1RA FLECHA PRINCIPAL CL450,1,05C,3903
02,S&S-S7013,YUGO 1710 5-280X 46T 2.374/3.250,1,05H,4419
02,S&S-S7060,ENGRANE 2DA FLECHA PRINCIPAL 5052A/D/52A,1,05C,3902
02,S&S-S7457,YUGO SOLDABLE 1710,1,05H,4418
02,S&S-S7627,EMPAQUE DE PLASTICO,1,05C,3911
02,S&S-S8448,YUGO SOLDABLE 1760 (6.3-28-17),1,05H,4417
02,S&S-S9034,"YUGO CERRADO 2-3/4""-10 1810",1,05H,4419
02,S&S-S9639,VALVULA AIRE,1,02L,2347
02,S&S-SA146,VALVULA E7 AIRE,1,02L,2349
02,S&S-SB214,BOMBA POWER STEERING 2000-2,1,05C,3915
02,S16002,BALERO,1,01I,0931
02,S4725001230,VALVULA ABS,1,02L,2339
02,SF10205C,BOTTLE,1,04D,3243
02,SIRSH1048,BALANCIN 1 HOYO,1,,
02,SL7FMAH7375,QUINTA RUEDA FONTAINE,1,06A,4554
02,SPA-0203-6-6,ADAPTADOR HEMBRA,1,05A,3714
02,SPA-55-06,"MANGUERA 18""",1,04H,3627
02,SPA-55-25,"MANGUERA 17""",1,04H,3629
02,SPA-TYO36,MANGUERA 36,1,04H,3629
02,SPI-5-28-627,YUGO,1,05G,4339
02,SPI-530-1012,JUEGO DE PERNOS IHC FA119 AXLES,1,05A,3745
02,SPI-530-1128,JUEGO DE PERNOS 12000LBS,1,05A,3747
02,SPI-530-1138,JUEGO DE PERNOS IHC FA109 AXLES,1,05A,3745
02,SPI-530-1140,JUEGO DE PERNOS IHC FA118_127_139_329_,1,05A,3749
02,SPI-530-1160,JUEGO DE PERNOS GMC F120_F120D AXLES,1,05A,3745
02,SPI-530-1171,JUEGO DE PERNOS FF931/932/941,1,05A,3747
02,SPI-530-1172,JUEGO DE PERNOS AFA22T2/22T5 22LBS,1,05A,3746
02,SPI-530-1191,JUEGO DE PERNOS,1,05A,3744
02,SPI-530-1195,JUEGO DE PERNOS TOP KICK KODIAK,1,05A,3747
02,SPI-6.5-4-3021,YUGO TRANSMISION,1,05H,4419
02,SPI-6-3-2651K,YUGO HEMBRA,1,,
02,SPI-6-4-6411X,YUGO FRONT,1,,
02,SPI-6-53-201,PUNTA DE FLECHA,1,05H,4421
02,STE-308-0856,RETEN C/PISTA (JGO),1,01D,0455
02,STE-309-0964,RETEN,1,01D,0457
02,STE-309-0965,RETEN,1,01D,0455
02,STE-340-4149,TAPA ACEITE,1,01E,0515
02,STE-373-0143,RETEN ACEITE,1,01D,0456
02,STW-111414,"PIROMETRO 2""",1,01F,0671
02,STW-82645,"VELOCIMETRO ELECTRICO 3-3/8"" 0-85MPH",1,01F,0671
02,TAM-1090,"TAMBOR TRASERO DINA 9400 HOYO 1-1/32""",1,,
02,TAS65051R,CAJA DIRECCION,1,05F,4252
02,TAS65051RCR,CORE GEAR,1,CORE,
02,TB-5120,TORNILLO CON RONDANA,1,,
02,TIM-T88,BALERO,1,SIN L,
02,TM493,BALERO,1,01B,0249
02,TM497,BALERO,1,01B,0249
02,TM55212C,BEARING,1,01B,0231
02,TM56425,BALERO CONO,1,01B,0231
02,TMHM218248,CONO,1,01B,0237
02,TMHM813841,BEARING,1,01B,0231
02,TMJM207049A,BALERO,1,01B,0234
02,TMJM822010,BEARING,1,SIN L,
02,TMJM822049,BEARING,1,SIN L,
02,TMLM104949,BALERO,1,01B,0231
02,TMSET68,JUEGO CONO Y TAZA 497 Y 493,1,01B,0211
02,TMSET78,JUEGO CONO Y TAZA 55200C Y 55437,1,01B,0211
02,TMSET79,JUEGO CONO Y TAZA,1,01B,0211
02,TRA-ESN0152,"SOPORTE W900 5"" GALVANIZADO CABINA",1,05E,4158
02,TRC235383,ESPACIADOR PISTA BALERO,1,01C,0354
02,TRC239352,ENGRANE 3RA FS5005A,1,05H,4423
02,TRCEO40055AA,ENGRANE,1,05A,3742
02,TRCTEET0343,TRANSMISION 5 VELOCIDADES FSM5005,1,06D,4852
02,TRI-63-140,"HOJA LIMPIABRISAS 14"" AUSTRALIA",1,MSC,P4
02,TSP1637J361X,EMPAQUE TRANSMISION 16 (JGO),1,05A,3719
02,TSP25Q1122,PALANCA,1,05A,3711
02,TSP312475-28X,JUEGO DE EMPAQUES,1,,
02,TSP330734,RONDANA,1,05A,3714
02,TSP330751,RONDANA,1,05A,3714
02,TSP330810,RONDANA ASTRIADA,1,05A,3714
02,TSP330869,RONDANA ASTRIADO,1,05A,3714
02,TSP445391,TAPON CM50,1,,
02,TSP4619617,ENGRANE 3RA CM50,1,05A,3717
02,TSP4735321X,FLECHA ENTRADA 1-1/2   JUEGO,1,05A,3721
02,TSP4735521X,FLECHA DE ENTRADA 1 3/4,1,05A,3721
02,TSP473568,FLECHA ENTRADA ES55/5252,1,05A,3721
02,TSP4981,ENGRANE FLECHA PRINCIPAL,1,05A,3722
02,TSP531963,ENGRANE 2DA ES55-5D/CM50HD,1,05A,3711
02,TSP53303,FLECHA SECUNDARIA,1,05A,3723
02,TSP5481311X,YUGO 1610  (3531390C91),1,05A,3743
02,TSP6713,ENGRANE,1,05A,3713
02,TSP671961,ENGRANE 4TA,1,05A,3712
02,TSP671964,ENGRANE 3RA ES62-5D,1,05A,3717
02,TSP6751,ENGRANE LOCO TRASERO,1,05A,3715
02,TSP6784,ENGRANE,1,05A,3717
02,TT-1966,ROLLO DE ASBESTO,1,06C,4729
02,TT-1967,ROLLO ASBESTO,1,06C,4729
02,TUB-R1/4,TUBO DE COBRE 1/4 X 50 X ROLLO,1,,
02,USK156R,TERMINAL DIRECCION DINA AUTOBUS,1,04F,3411
02,USK187L,TERMINAL DIRECCION KW_PTB_CHEV_DODGE_,1,04F,3413
02,USK194L,TERMINAL DIRECCION,1,04F,3415
02,USK194R,TERMINAL DIRECCION,1,04F,3416
02,USK2090L,TERMINAL DIRECCION KW_DINA_IHC,1,04F,3423
02,USK235L,TERMINAL DIRECCION,1,04F,3418
02,USK235R,TERMINAL DIRECCION,1,04F,3417
02,USK373L,TERMINAL DIRECCION FORD F500_F600 EJE,1,04F,3419
02,USK431L,TERMINAL DIRECCION EJE ROCKWELL_FH901,1,04F,3419
02,USK852G050070,BRAZO DIRECCION DINA 453/455,1,04F,3438
02,USKA16086311,BRAZO LONG. CORTO LATERAL AUTOBUS FORANE,1,04F,3436
02,VEL-006864,CONEXION 3/8X1/4,1,,
02,VEL-035103,"TANQUE AIRE 8""",1,06E,4935
02,VEL-600131,TAPON COMBUSTIBLE,1,02F,1764
02,VEL-600184,"TAPON 3"" S/LLAVE",1,02F,1764
02,VER-51268M,ACEITE HIDRAULICO,1,06C,4739
02,VR-782-3107,KIT DE FUSIBLES TEMICOS,1,,
02,VR-ST85,SOLENOIDE,1,,
02,VSM-4054WH,LUZA TRASERA,1,06B,4631
02,VSM-6054,LUZ OVALADA ROJA (JGO),1,06B,4631
02,VSM-6054A,LUZ OVALADA AMBAR (JGO),1,06B,4632
02,WA90054007,VALVULA NIVELADORA,1,02L,2349
02,WAG-H7-12V,FOCO HALOGENO H7 55W 12V 19735,1,01F,0663
02,XA1313,PERNO RESORTE,1,04E,3324
02,ZAJ1621901,CILINDRO,1,05C,
02,ZAU10199921,TAPA PALNCA CAMBIOS,1,02E,1645
02,ZBH791006,FAN CLUTCH KW NTC/N14  (991368),1,04A,2949
02,ZBH791037,FAN CLUTCH S-60 PARA KW,1,04C,3127
02,ZBH993928,BULBO REG FIL 195F NC     JGO,1,04A,2947
02,ZBH994200,JUEGO REPARADOR SELLOS,1,04A,2954
02,ZBH994205,JUEGO MENOR REPARACION LIGAS,1,04A,2954
02,ZBH999005,FAN CLUTCH N14 9100/9200/9400/9900,1,04C,3127
02,ZBR2702,TAMBOR P/RUEDA 16.50X7.00 5-12.50,1,,
02,ZBR3136A,TAMBOR,1,STOCK,SERV
02,ZBR3678,TAMBOR,1,,
02,ZBRAS1041,MATRACA AUTOAJUSTABLE 28 DIENTES,1,02I,2151
02,ZDNP550428,FILTRO ACEITE  (LF3937),1,06H,5241
02,ZDR18N40191,SPLINE,1,05A,3739
02,ZDR201419,KING PIN,1,05B,3856
02,ZDR3280H8328,PLACA,1,05A,3741
02,ZDR3280Y8319,CASE,1,,
02,ZDR3892T4934,ENGRANE,1,05A,3729
02,ZDRA1205Q2487,RETEN DE ACEITE EJES RC Y RS 23160.22158,1,01C,0359
02,ZDRA3591215,KIT CORONA Y PIÑON,1,04H,3655
02,ZDRD503200C1433529,CARRIER TRAS-TRAS 5.29 9AYB),1,06C,4751
02,ZDRD513200C1433617,CARRIER TRAS TRAS 6.17 (AYB(,1,06C,4752
02,ZDRR200195,KING PIN,1,05B,3854
02,ZDRR950011,AIR/D/CA,1,,
02,ZDRR950014,KIT DE REPARACION VALVULA PURG,1,02L,2329
02,ZDRRKIT8005B,KIT REPARACION MAYOR 16.5X5 Q+,1,065,B
02,ZDRX32063370,FLECHA,1,04A,2933
02,ZETR0113858,CORONA Y PINON,1,05A,3752
02,ZFG86130M,SILENCIADOR,1,SIN L,
02,ZFGAF1733K,FILTRO PARA AIRE,1,03A,2444
02,ZFGAF1846,FILTRO AIRE,1,FILTRO,3102
02,ZFGAF25323,FILTRO AIRE,1,03B,2529
02,ZFGAF424M,FILTRO AIRE,1,FILTRO,3103
02,ZFGAF437K,FILTRO AIRE,1,03B,2529
02,ZFGAF478K,FILTRO AIRE,1,FILTRO,3106
02,ZFGAF891,FILTRO AIRE,1,03B,2548
02,ZFGAF919,FILTRO AIRE,1,03A,2445
02,ZFGAF923M,FILTRO AIRE,1,03A,2444
02,ZFGAF924,FILTRO AIRE,1,FILTRO,3104
02,ZFGAF928M,FILTRO AIRE,1,03B,2517
02,ZFGAF960,FILTRO AIRE,1,03A,2444
02,ZFGAF966,FILTRO AIRE,1,03A,2445
02,ZFGAH1193,FILTRO AIRE CPL599 6BT 5.9,1,03A,2445
02,ZFGAH19057,FILTRO AIRE CARCAZA SABRITAS FW,1,FILTRO,3104
02,ZFGDCA65L,INHIBIDOR ANTICORROSIVO,1,06C,4729
02,ZFGFF104,FILTRO DIESEL,1,03C,2611
02,ZFGFF111,FILTRO DIESEL,1,03C,2615
02,ZFGFF171,FILTRO DIESEL,1,03C,2617
02,ZFGFF184,FILTRO DIESEL PRIMARIO,1,03C,2619
02,ZFGFF200,FILTRO DIESEL,1,03C,2619
02,ZFGFF202,FILTRO DIESEL CAT/CUMMINS,1,03C,2619
02,ZFGFF5052,FILTRO DIESEL (AGOTAR EXISTENCIAS),1,03C,2629
02,ZFGFF5135,FILTRO DIESEL,1,03C,2633
02,ZFGFS19517,FILTRO SEPARADOR,1,03D,2719
02,ZFGHF6097,FILTRO HIDRAULICO,1,5G,STOK
02,ZFGHF6257,FILTRO HIDRAULICO,1,5G,STOK
02,ZFGHF6287,FILTRO HIDRAULICO,1,5G,STOK
02,ZFGHF6603,FILTRO HIDRAULICO,1,5G,STOK
02,ZFGLF3325,Filtro de Aceite,1,03D,2756
02,ZFGLF3635,FILTRO ACEITE = LF777,1,03D,2769
02,ZFGLF673,FILTRO ACEITE,1,03D,2748
02,ZFGLF797,FILTRO ACEITE MBZ,1,03D,2753
